"","gene","tissue","prot","mrna"
"9120","ENSG00000184508","kidney",7.22421976501461e-05,1.72000000036615e-05
"9121","ENSG00000184575","kidney",2.13037494601652e-06,1e-05
"9125","ENSG00000184743","kidney",3.60390043322445e-05,1.05999999935376e-05
"9128","ENSG00000184831","kidney",7.10073087903305e-05,2.52000000126759e-05
"9129","ENSG00000184840","kidney",6.0699536803692e-05,8.0800000041938e-05
"9131","ENSG00000184897","kidney",1.56528987125429e-05,2.66000000225967e-05
"9137","ENSG00000185009","kidney",4.01681377768127e-06,1.64999999918731e-05
"9146","ENSG00000185129","kidney",5.54587041984606e-05,1.58000000016581e-05
"9150","ENSG00000185236","kidney",0.000172736078935206,5.42000000576094e-05
"9153","ENSG00000185359","kidney",9.66310910202567e-07,2.08000000017835e-05
"9155","ENSG00000185432","kidney",0.000200791571152074,0.000160200000092876
"9161","ENSG00000185624","kidney",0.000678492035427659,0.000159100000129472
"9162","ENSG00000185627","kidney",9.82078946785577e-06,5.46000000371208e-05
"9163","ENSG00000185651","kidney",0.0003143650856722,3.3599999969839e-05
"9164","ENSG00000185721","kidney",7.03384411184478e-06,3.29000000037897e-05
"9165","ENSG00000185722","kidney",2.60909738789843e-05,1.31000000103835e-05
"9169","ENSG00000185813","kidney",1.77521522118253e-05,4.24999999950765e-05
"9170","ENSG00000185825","kidney",0.00028231247340946,0.000113400000115702
"9173","ENSG00000185896","kidney",0.00013821552349757,0.000151900000047992
"9177","ENSG00000186063","kidney",7.52308630356314e-06,1.92999999996545e-05
"9181","ENSG00000186298","kidney",3.89823303922735e-05,5.09999999884991e-05
"9182","ENSG00000186395","kidney",4.08962998138998e-05,6.19999999288691e-06
"9186","ENSG00000186591","kidney",2.047677545918e-06,3.39999999966919e-05
"9198","ENSG00000187109","kidney",3.39470019241764e-06,0.000105299999955027
"9205","ENSG00000187446","kidney",3.53876692911118e-05,5.82000000469186e-05
"9211","ENSG00000187555","kidney",8.2970986738349e-06,3.10999999980782e-05
"9212","ENSG00000187608","kidney",1.17902287442893e-05,9.80000000693896e-06
"9215","ENSG00000187735","kidney",1.40591296205005e-06,2.87000000175789e-05
"9219","ENSG00000187955","kidney",0.000147079523433563,1.75000000126408e-05
"9222","ENSG00000188157","kidney",2.08512684188254e-05,3.76999999821356e-05
"9225","ENSG00000188229","kidney",0.00328054015464005,9.72999999398781e-05
"9234","ENSG00000188536","kidney",0.0819032127863619,2.79999999779363e-05
"9236","ENSG00000188612","kidney",9.30983723017149e-05,7.64000000746436e-05
"9237","ENSG00000188641","kidney",1.56960378749108e-06,1.24999999997681e-05
"9242","ENSG00000188783","kidney",0.000213580353508301,1.09000000014902e-05
"9250","ENSG00000189058","kidney",0.00116977836272662,1.6699999994325e-05
"9251","ENSG00000189060","kidney",0.000455037544337707,9.93999999090641e-05
"9252","ENSG00000189091","kidney",2.5968003319608e-05,3.25999999949002e-05
"9259","ENSG00000189403","kidney",0.00127802703837074,9.0800000100129e-05
"9261","ENSG00000196126","kidney",2.05336744857952e-06,9.30000000955205e-05
"9262","ENSG00000196136","kidney",0.00127056438638592,4.10000000264587e-06
"9264","ENSG00000196154","kidney",0.000136524844326421,8.5900000033379e-05
"9265","ENSG00000196177","kidney",0.00114529816264877,7.49000000518311e-05
"9269","ENSG00000196262","kidney",0.00585735073330452,0.000220299999923522
"9270","ENSG00000196290","kidney",2.23699688837119e-05,1.77999999873397e-05
"9271","ENSG00000196305","kidney",3.11331408890282e-05,2.74000000113319e-05
"9273","ENSG00000196363","kidney",4.80820475940352e-06,1.01000000050549e-05
"9274","ENSG00000196365","kidney",0.000119589100138034,3.6100000007842e-05
"9278","ENSG00000196419","kidney",0.000101402076144967,8.46999999355026e-05
"9286","ENSG00000196531","kidney",0.000121388959827226,0.00051299999986792
"9291","ENSG00000196576","kidney",7.2716417420867e-06,7.78000000018471e-05
"9294","ENSG00000196616","kidney",0.00409801418170808,7.23999999671342e-05
"9296","ENSG00000196655","kidney",1.22114419139822e-05,6.17999999873615e-05
"9298","ENSG00000196715","kidney",2.72088222817945e-06,1.02000000055917e-05
"9299","ENSG00000196743","kidney",0.000734423899226532,9.90000000917409e-06
"9304","ENSG00000196865","kidney",1.81538206276658e-05,5.30000000487185e-06
"9307","ENSG00000196923","kidney",6.22331424284206e-06,1.48999999858555e-05
"9308","ENSG00000196924","kidney",0.000454129515323742,6.82000000539453e-05
"9309","ENSG00000196937","kidney",7.7177169211465e-06,3.68999999864854e-05
"9311","ENSG00000196961","kidney",3.18990195673711e-05,2.58999999951544e-05
"9312","ENSG00000196975","kidney",0.0011080617209034,0.000106100000024103
"9315","ENSG00000197043","kidney",0.000904490885794426,5.64000000021633e-05
"9316","ENSG00000197045","kidney",1.52947975215397e-05,2.67999999982235e-05
"9318","ENSG00000197102","kidney",7.97549553069207e-05,3.31000000170937e-05
"9319","ENSG00000197111","kidney",8.18721659654658e-05,0.000287900000080821
"9321","ENSG00000197157","kidney",5.6374004264622e-05,3.56000000022235e-05
"9324","ENSG00000197249","kidney",0.0143067615878231,0.000183099999872804
"9328","ENSG00000197321","kidney",1.57616442141829e-07,2.36000000016244e-05
"9336","ENSG00000197448","kidney",0.000572852669168955,0.000193199999964645
"9337","ENSG00000197451","kidney",4.11277996271202e-05,4.51000000126734e-05
"9339","ENSG00000197548","kidney",8.66801188252853e-07,1.04999999983091e-05
"9340","ENSG00000197594","kidney",1.31962596758701e-05,4.79999999584886e-06
"9343","ENSG00000197694","kidney",0.000393857337755456,3.9299999966027e-05
"9344","ENSG00000197702","kidney",7.19924486006697e-05,2.8399999996924e-05
"9348","ENSG00000197746","kidney",0.00012898362103992,0.000468499999758576
"9351","ENSG00000197766","kidney",2.58912123709159e-05,2.00000000154742e-06
"9355","ENSG00000197837","kidney",0.00342464566214172,2.6000000001747e-06
"9358","ENSG00000197879","kidney",6.82882865829626e-05,3.72000000101162e-05
"9360","ENSG00000197894","kidney",0.000911536207245699,0.000115100000098115
"9362","ENSG00000197930","kidney",1.42467619595212e-05,1.22999999875555e-05
"9365","ENSG00000197956","kidney",0.00153829055318732,0.000371699999918071
"9372","ENSG00000198034","kidney",8.41970660035468e-05,0.000266199999915011
"9376","ENSG00000198130","kidney",0.00196231759525375,0.000118100000105099
"9379","ENSG00000198171","kidney",9.04234121046036e-06,3.16000000277656e-05
"9380","ENSG00000198189","kidney",4.09054496526238e-05,5.8599999997559e-05
"9386","ENSG00000198356","kidney",0.000189243928519394,6.38000000409626e-05
"9387","ENSG00000198363","kidney",1.31239515674715e-05,5.76999999793096e-05
"9388","ENSG00000198380","kidney",1.33654339798473e-05,1.969999999267e-05
"9393","ENSG00000198431","kidney",2.55630831691775e-05,3.49000000032803e-05
"9394","ENSG00000198467","kidney",0.000173154915197903,4.6299999998086e-05
"9399","ENSG00000198561","kidney",9.23408336438177e-06,6.57000000665963e-05
"9400","ENSG00000198585","kidney",2.52327385639802e-05,2.26999999899057e-05
"9402","ENSG00000198612","kidney",3.83756329855834e-05,3.02000000029797e-05
"9405","ENSG00000198677","kidney",1.2485438305257e-05,2.60999999796702e-05
"9407","ENSG00000198700","kidney",2.62332518091907e-06,1.24999999997681e-05
"9409","ENSG00000198712","kidney",0.00137988815288434,0.00631069999940908
"9413","ENSG00000198752","kidney",1.53165096545674e-06,3.34999999971579e-05
"9420","ENSG00000198805","kidney",0.00127968956032609,0.000133699999919347
"9422","ENSG00000198836","kidney",8.27239099144275e-06,3.44999999941792e-05
"9425","ENSG00000198898","kidney",0.000413295058750937,0.00010060000006488
"9426","ENSG00000198899","kidney",0.000809099200442659,0.007254399992543
"9429","ENSG00000198931","kidney",0.000429412745808994,5.58000000080202e-05
"9432","ENSG00000198951","kidney",1.15023287213165e-05,1.58000000016581e-05
"9440","ENSG00000203879","kidney",9.4107096657534e-05,4.67000000466563e-05
"9447","ENSG00000204394","kidney",4.95656666793981e-05,1.73999999886776e-05
"9449","ENSG00000204525","kidney",1.23061322500395e-05,0.000153900000059719
"9450","ENSG00000204574","kidney",4.41567058526802e-07,2.56999999803952e-05
"9452","ENSG00000204628","kidney",0.000241974790209374,0.000614399999966817
"9455","ENSG00000204843","kidney",3.21086107305921e-05,3.32000000226252e-05
"9458","ENSG00000205220","kidney",2.07318980256084e-06,1.69000000150334e-05
"9459","ENSG00000205302","kidney",5.66404022533451e-05,6.96000000624113e-05
"9460","ENSG00000205323","kidney",2.8006129393412e-05,3.4299999996622e-05
"9461","ENSG00000205339","kidney",1.54135257040088e-05,2.78000000052441e-05
"9462","ENSG00000205403","kidney",4.52210762261069e-05,0.000141999999874753
"9464","ENSG00000205531","kidney",4.31274285162076e-05,6.78000000207534e-05
"9468","ENSG00000205629","kidney",3.41059335053299e-06,2.37999999969031e-05
"9477","ENSG00000206503","kidney",1.35395645781045e-05,0.000277200000038444
"9480","ENSG00000211445","kidney",0.00116813786837548,0.00336039999971649
"9483","ENSG00000211456","kidney",4.69557314358162e-05,3.50999999623518e-05
"9484","ENSG00000211460","kidney",0.00011539490049459,3.79000000027863e-05
"9487","ENSG00000213145","kidney",0.000102106272008283,4.39999999507425e-05
"9490","ENSG00000213281","kidney",1.03449013846231e-05,1.69000000150334e-05
"9493","ENSG00000213366","kidney",4.10068874273676e-05,4.92999999685295e-05
"9501","ENSG00000213563","kidney",7.1376040611131e-05,1.53000000064259e-05
"9502","ENSG00000213585","kidney",0.00111133725677722,9.6999999940534e-05
"9504","ENSG00000213614","kidney",4.17761426080944e-05,8.74000000735749e-05
"9505","ENSG00000213619","kidney",0.000123716733847415,7.9099999909356e-05
"9506","ENSG00000213639","kidney",4.5956504565818e-05,6.43000000112194e-05
"9512","ENSG00000213949","kidney",3.52767661374761e-05,2.13999999827935e-05
"9516","ENSG00000213995","kidney",7.37118129753258e-05,3.08999999697731e-05
"9519","ENSG00000214078","kidney",4.98217936897358e-06,5.16000000442923e-05
"9522","ENSG00000214253","kidney",0.000178869518124593,0.000133599999957078
"9525","ENSG00000214517","kidney",2.50083901469016e-06,1.63999999981988e-05
"9528","ENSG00000214753","kidney",1.527673960303e-05,2.66000000225967e-05
"9530","ENSG00000215021","kidney",0.000582263645325522,8.19000000451807e-05
"9541","ENSG00000221914","kidney",2.55405864446106e-05,2.60999999796702e-05
"9555","ENSG00000233276","kidney",0.00025233738726285,5.58000000080202e-05
"9557","ENSG00000234745","kidney",1.47461286666627e-05,0.00026360000004736
"9560","ENSG00000239264","kidney",0.000102799076932385,3.18999999957999e-05
"9562","ENSG00000239306","kidney",2.08787161493043e-07,1.38999999918674e-05
"9563","ENSG00000239672","kidney",0.000181369825434949,2.92999999761097e-05
"9565","ENSG00000239900","kidney",2.48657805777317e-05,2.25999999923295e-05
"9567","ENSG00000240344","kidney",5.11592041704589e-07,2.29999999990683e-05
"9569","ENSG00000240849","kidney",3.26344915714029e-05,7.49999999323558e-06
"9570","ENSG00000240857","kidney",9.51659882748183e-06,2.08999999946556e-05
"9571","ENSG00000240972","kidney",0.00189966492464633,9.35000000274459e-05
"9574","ENSG00000241468","kidney",0.000709592623203017,0.000309799999698123
"9575","ENSG00000241553","kidney",0.000340377713054246,0.000103000000069923
"9577","ENSG00000241685","kidney",5.48746190113252e-05,4.46000000295617e-05
"9578","ENSG00000241837","kidney",0.00194750012401467,0.00020980000006882
"9586","ENSG00000242372","kidney",0.000100024663036397,7.44000000777966e-05
"9587","ENSG00000242498","kidney",8.40230246190268e-06,1.02000000055917e-05
"9599","ENSG00000243989","kidney",0.00625153665578137,0.00039820000028296
"9601","ENSG00000244038","kidney",6.22730679162289e-05,8.25000000854977e-05
"9607","ENSG00000244687","kidney",4.45459728464663e-05,4.55000000359235e-05
"9608","ENSG00000244734","kidney",0.060995028982002,4.60999999586392e-05
"9610","ENSG00000247596","kidney",8.244179612446e-06,1.42999999846869e-05
"9612","ENSG00000249915","kidney",0.000128109074876527,5.40999999867247e-05
"9617","ENSG00000253729","kidney",2.88961989662177e-05,1.47999999865405e-05
"9619","ENSG00000254505","kidney",2.04766957295004e-05,3.15000000152606e-05
"9621","ENSG00000254709","kidney",0.00071255370896405,2.79999999779363e-06
"9622","ENSG00000254772","kidney",0.000319185808723143,0.000140200000119238
"9624","ENSG00000254986","kidney",8.66226959279835e-05,1.72999999948695e-05
"9634","ENSG00000257727","kidney",8.29511680919271e-05,6.74000000721157e-05
"9642","ENSG00000262246","kidney",6.14303262757448e-06,7.40000000458393e-06
"9646","ENSG00000269190","kidney",1.40251138382704e-05,3.22000000225521e-05
"9648","ENSG00000272325","kidney",6.37646978328792e-06,1.36999999950661e-05
"9649","ENSG00000000419","testis",4.2579067306916e-05,3.80000000335284e-05
"9651","ENSG00000000971","testis",0.000184807671016561,1.88999999924606e-05
"9653","ENSG00000001084","testis",1.01258962432505e-05,1.25999999965892e-05
"9656","ENSG00000002549","testis",0.00026524797437507,5.03999999482967e-05
"9659","ENSG00000002834","testis",0.000387565435376087,2.10999999855367e-05
"9662","ENSG00000004059","testis",6.81591359085918e-05,6.55000000012393e-05
"9663","ENSG00000004455","testis",0.000152450748500691,4.48000000001915e-05
"9665","ENSG00000004478","testis",3.93476385248499e-05,7.85000000460464e-05
"9666","ENSG00000004487","testis",1.7700628735471e-05,3.71000000328851e-05
"9667","ENSG00000004700","testis",7.33579676681784e-05,1.31000000103835e-05
"9669","ENSG00000004776","testis",0.000135804665448049,3.13000000326879e-05
"9674","ENSG00000005007","testis",0.000122137240903329,3.59000000348573e-05
"9675","ENSG00000005022","testis",0.000154268173640146,6.20999999747507e-05
"9681","ENSG00000005249","testis",1.85723295395557e-05,2.75999999958553e-05
"9685","ENSG00000005884","testis",0.000192731476717121,4.60000000337273e-06
"9686","ENSG00000005893","testis",0.000427318622758948,4.84000000396285e-05
"9688","ENSG00000006125","testis",0.000425126770867315,0.000107199999911941
"9690","ENSG00000006451","testis",2.03669927125251e-05,1.68000000106046e-05
"9694","ENSG00000006625","testis",0.000159076760769207,1.49999999980768e-05
"9701","ENSG00000007168","testis",5.58557504305017e-05,0.000123300000114775
"9705","ENSG00000008018","testis",0.000195185349203314,8.96999999908932e-05
"9706","ENSG00000008282","testis",2.35544803261352e-05,8.70000000764002e-05
"9709","ENSG00000008311","testis",3.11973510588228e-05,7.40000000458393e-06
"9717","ENSG00000009307","testis",3.31709504061855e-05,0.000230900000044035
"9722","ENSG00000010256","testis",7.27334534910521e-05,0.000125300000001688
"9723","ENSG00000010278","testis",0.000282392241076286,3.41999999955795e-05
"9728","ENSG00000011009","testis",9.9240694988282e-05,1.09999999959924e-05
"9729","ENSG00000011028","testis",2.46276507987755e-05,2.10000000128661e-05
"9734","ENSG00000011304","testis",0.00118619817083943,7.18999999366116e-05
"9735","ENSG00000011376","testis",1.27926933599442e-05,5.4000000022012e-06
"9739","ENSG00000011485","testis",1.16344794272498e-05,2.08999999946556e-05
"9745","ENSG00000013364","testis",0.000133319425643984,4.30999999840488e-05
"9750","ENSG00000013583","testis",0.000272906240675595,2.27999999999762e-05
"9751","ENSG00000014123","testis",0.000110095489060448,1.63999999981988e-05
"9752","ENSG00000014216","testis",0.000190352225181329,9.6999999940534e-06
"9753","ENSG00000014641","testis",0.00129877240020643,6.96000000624113e-05
"9758","ENSG00000015475","testis",4.54384210952298e-06,3.39999999966919e-06
"9759","ENSG00000015479","testis",0.000252041265185135,0.000143499999976867
"9768","ENSG00000019582","testis",1.12967078919649e-05,0.000279699999760724
"9771","ENSG00000021355","testis",0.00150964976243972,1.17000000068385e-05
"9775","ENSG00000022267","testis",6.83207392661616e-05,5.89000000288738e-05
"9778","ENSG00000023191","testis",0.000430830017934508,7.34999999857509e-05
"9779","ENSG00000023228","testis",6.18753403759423e-05,2.96999999783069e-05
"9780","ENSG00000023318","testis",0.00028970828418702,1.13999999911678e-05
"9781","ENSG00000023697","testis",1.80872065868712e-05,1.43999999968418e-05
"9782","ENSG00000023734","testis",0.000171525079780715,6.41000000710205e-05
"9786","ENSG00000024422","testis",9.44985215651373e-05,1.22000000091368e-05
"9788","ENSG00000025708","testis",4.16946589704885e-05,8.50000000559185e-06
"9792","ENSG00000026025","testis",0.00245229933857481,0.000276400000189555
"9793","ENSG00000026297","testis",7.94667266199484e-06,1.85999999906671e-05
"9796","ENSG00000028528","testis",3.82251015635378e-05,4.22999999634711e-05
"9803","ENSG00000031698","testis",0.000137780603596386,5.1299999986792e-05
"9811","ENSG00000033178","testis",5.03737838136673e-05,1.25999999965892e-05
"9818","ENSG00000035403","testis",0.00401449616152958,5.34999999973849e-05
"9824","ENSG00000037474","testis",1.50543254313098e-05,2.8599999991502e-05
"9825","ENSG00000037757","testis",4.74396173137007e-05,4.70000000069567e-06
"9828","ENSG00000038274","testis",0.000130418515348294,3.32000000226252e-05
"9832","ENSG00000039123","testis",9.11556629671081e-06,4.70000000069568e-05
"9838","ENSG00000041357","testis",0.000213905119555854,9.90000000917409e-05
